HUC_12,cover_crop_percent_2001-2005,cover_crop_percent_2016-2020,tiles_perc_2001-2005,tiles_perc_2016-2020,wetlands_percent_2001-2005,wetlands_percent_2016-2020,forest_percent_2001-2005,forest_percent_2016-2020,CRP_percent_2001-2005,CRP_percent_2016-2020,no_till_fraction_2001-2005,no_till_fraction_2016-2020,PPT30MEAN_mm_2001-2005,PPT30MEAN_mm_2016-2020,meanTemp_degC_2001-2005,meanTemp_degC_2016-2020,soil_CLAYAVE_fraction_2001-2005,soil_CLAYAVE_fraction_2016-2020,cover_crop_percent_diff_2016minus2001,wetlands_percent_diff_2016minus2001,forest_percent_diff_2016minus2001,CRP_percent_diff_2016minus2001,no_till_fraction_diff_2016minus2001,PPT30MEAN_mm_diff_2016minus2001,meanTemp_degC_diff_2016minus2001
70101010304,0.0,0.0,0.0,0.0,0.20893383199999999,0.21030836599999997,0.6750254800000001,0.649033164,0.019350768400000003,0.00234648424,0.0,0.0,0.1540209,0.22007399200000002,0.176256162,0.1505458274,0.15749663,0.15749663,0.0,0.0013745339999999828,-0.02599231600000007,-0.01700428416,0.0,0.06605309200000004,-0.025710334599999995
70101010305,0.0,0.0,0.0,0.0,0.43721311199999996,0.43715582399999997,0.48157352600000003,0.46858592200000004,0.0193381098,0.00234494908,0.0,0.0,0.14829348599999997,0.21717542399999998,0.17977522399999998,0.15520353339999998,0.16856807,0.16856807,0.0,-5.728799999998868e-05,-0.012987603999999986,-0.01699316072,0.0,0.068881938,-0.0245716906
70101010306,0.0,0.0,0.0005083554,0.0005083554,0.15258177,0.154477052,0.53761475,0.51283943,0.0258328396,0.0033185586000000003,0.0,0.0,0.1449221272,0.206868272,0.180388496,0.15531101,0.1464514,0.1464514,0.0,0.0018952819999999981,-0.024775320000000045,-0.022514281,0.0,0.06194614479999999,-0.02507748600000001
70101010401,0.0,0.0,0.000968138,0.000968138,0.322559102,0.333211768,0.44982450199999996,0.42170657,0.0610415684,0.0085984469,0.0,0.0,0.1287307292,0.184281894,0.172517746,0.15640181,0.23389929999999998,0.23389929999999998,0.0,0.010652666000000033,-0.028117931999999957,-0.0524431215,0.0,0.0555511648,-0.016115935999999997
70101010402,0.0,0.0,0.0066060377,0.0066060377,0.276052866,0.28187754,0.418932486,0.405785104,0.0610047624,0.00859326226,0.0,0.0,0.1268960382,0.178943136,0.173293534,0.15473505859999998,0.26367325,0.26367325,0.0,0.005824673999999974,-0.013147381999999985,-0.052411500140000004,0.0,0.0520470978,-0.018558475400000024
70101010403,0.0,0.0,0.002250353,0.002250353,0.212240546,0.213576332,0.4331410640000001,0.422123264,0.0609731516,0.0085888093,0.0,0.0,0.12370124059999998,0.16557054799999998,0.17605240800000002,0.1553876954,0.18940832,0.18940832,0.0,0.0013357860000000055,-0.011017800000000078,-0.0523843423,0.0,0.0418693074,-0.020664712600000024
70101010404,0.0,0.0,0.0005302773,0.0005302773,0.422283438,0.427770162,0.495665616,0.493854758,0.061028287199999996,0.008596576,0.0,0.0,0.129202672,0.17140989599999998,0.17524896280000002,0.15718014060000002,0.21995510000000001,0.21995510000000001,0.0,0.005486723999999998,-0.0018108579999999708,-0.052431711199999995,0.0,0.04220722399999999,-0.0180688222
70101010405,0.0,0.0,3.9773477e-05,3.9773477e-05,0.415285126,0.416367374,0.41991698599999994,0.415028198,0.060964604199999994,0.00858760556,0.0,0.0,0.1286387294,0.174309038,0.175298028,0.15651156400000002,0.23512867,0.23512867,0.0,0.0010822480000000079,-0.004888787999999922,-0.05237699863999999,0.0,0.04567030859999999,-0.018786463999999975
70101010406,0.0,0.0,0.0010602836,0.0010602836,0.41659311599999993,0.418986932,0.364163294,0.358161326,0.0610384712,0.0085980106,0.0,0.0,0.1260564374,0.17405348999999998,0.1732978068,0.1552732292,0.2539244,0.2539244,0.0,0.0023938160000000486,-0.006001968000000024,-0.0524404606,0.0,0.04799705259999998,-0.018024577600000008
70101010407,0.0,0.0,0.0002232954,0.0002232954,0.47712866600000003,0.48036067400000004,0.455437022,0.453948978,0.060957145000000004,0.0085865547,0.0,0.0,0.13119556,0.17526934,0.17472358799999999,0.1569755732,0.21095033000000002,0.21095033000000002,0.0,0.0032320080000000084,-0.0014880440000000217,-0.052370590300000006,0.0,0.04407378000000001,-0.01774801479999999
70101010408,0.0,0.0,0.0014984625,0.0014984625,0.528647036,0.5310354,0.424383152,0.41848,0.0610417788,0.00859847658,0.0,0.0,0.145397084,0.177989918,0.169301824,0.1493960082,0.35035402,0.35035402,0.0,0.002388364000000087,-0.005903151999999967,-0.05244330222,0.0,0.03259283399999999,-0.019905815799999976
70101010409,0.0,0.0,0.0,0.0,0.45699756999999996,0.45936539199999993,0.500129996,0.5025515979999999,0.060944626599999996,0.008584791460000001,0.0,0.0,0.158853438,0.185943476,0.17449323,0.15745324,0.2212799,0.2212799,0.0,0.002367821999999964,0.002421601999999967,-0.05235983513999999,0.0,0.027090037999999983,-0.017039990000000005
70101010410,0.0,0.0,5.0984196e-05,5.0984196e-05,0.623715252,0.62614846,0.450220768,0.447308092,0.035130680799999994,0.005073127299999999,0.0,0.0,0.175157906,0.19330044600000001,0.182490914,0.16666873399999999,0.21007340000000002,0.21007340000000002,0.0,0.00243320800000002,-0.002912676000000003,-0.030057553499999994,0.0,0.018142540000000013,-0.01582218000000002
70101010411,0.0,0.0,0.0,0.0,0.415267602,0.417469974,0.44251978599999997,0.440015936,0.060884047600000005,0.00857625818,0.0,0.0,0.164952626,0.1819061888,0.182014348,0.16670570599999998,0.20917806,0.20917806,0.0,0.002202372000000008,-0.002503849999999974,-0.05230778942,0.0,0.016953562800000016,-0.015308642000000011
70101010501,0.0,0.0,0.005126626,0.005126626,0.401519568,0.400746018,0.255193014,0.25389860799999997,0.0609341918,0.0085833218,0.0,0.0,0.1277626532,0.174541672,0.17608256,0.15226931999999999,0.16558065,0.16558065,0.0,-0.0007735500000000117,-0.0012944060000000257,-0.05235087,0.0,0.046779018800000016,-0.023813240000000013
70101010502,0.0,0.0,0.00016516064,0.00016516064,0.198399626,0.196180728,0.229877572,0.22758288200000001,0.060867671,0.008573951100000001,0.0,0.0,0.1258635898,0.17836786400000001,0.179300776,0.155661387,0.18344568,0.18344568,0.0,-0.002218897999999997,-0.002294689999999988,-0.052293719899999994,0.0,0.052504274200000006,-0.023639388999999983
70101010503,0.0,0.0,0.00019450186,0.00019450186,0.245457412,0.2496019,0.535772536,0.5295615020000001,0.060836540800000005,0.008569565800000001,0.0,0.0,0.12533002259999998,0.178274336,0.182084702,0.161598782,0.21973504,0.21973504,0.0,0.004144487999999974,-0.006211033999999893,-0.05226697500000001,0.0,0.052944313400000026,-0.02048591999999999
70101010504,0.0,0.0,5.0276012e-05,5.0276012e-05,0.29469364200000003,0.294480918,0.386797742,0.37462560199999995,0.030309188799999998,0.004446668419999999,0.0,0.0,0.138037154,0.190437048,0.188376122,0.17217201399999998,0.16934828,0.16934828,0.0,-0.00021272400000005298,-0.012172140000000053,-0.025862520379999997,0.0,0.052399894,-0.016204108000000023
70101010505,0.0,0.0,0.00047078312,0.00047078312,0.36646788199999997,0.366948184,0.388145536,0.39073636,0.060875342,0.00857503186,0.0,0.0,0.14216862,0.172750008,0.183778828,0.16745747400000002,0.18466833,0.18466833,0.0,0.00048030200000004353,0.0025908239999999916,-0.05230031014,0.0,0.030581388000000015,-0.016321353999999982
70101010506,0.0,0.0,0.00022614657,0.00022614657,0.235078164,0.235057456,0.44322853,0.44090821399999996,0.060344645800000006,0.008507559000000001,0.0,0.0,0.141381014,0.1748149652,0.188826618,0.173681316,0.18356037,0.18356037,0.0,-2.0708000000008164e-05,-0.0023203160000000445,-0.0518370868,0.0,0.033433951200000006,-0.015145302
70101010507,0.0,0.0,2.107749e-05,2.107749e-05,0.21955302799999998,0.217170356,0.313225994,0.289370012,0.00341663294,0.0017528217799999998,0.0,0.0,0.15063602,0.195565444,0.19190226999999999,0.179716028,0.21348457,0.21348457,0.0,-0.0023826719999999746,-0.023855981999999998,-0.00166381116,0.0,0.044929423999999996,-0.012186241999999986
70101010508,0.0,0.0,4.0296072e-05,4.0296072e-05,0.182476964,0.18143790399999998,0.314867426,0.311109048,0.039379761400000005,0.006022115,0.0,0.0,0.157074662,0.1778891612,0.189624848,0.17819600200000002,0.16052334,0.16052334,0.0,-0.0010390600000000083,-0.0037583780000000067,-0.0333576464,0.0,0.020814499200000003,-0.011428845999999993
70101010601,0.0,0.0,8.600274e-05,8.600274e-05,0.6002914880000001,0.60555223,0.424482832,0.41811140399999996,0.0395369788,0.00567309036,0.0,0.0,0.1630526872,0.189395768,0.16902491,0.14898382500000001,0.18589826,0.18589826,0.0,0.005260741999999929,-0.006371428000000012,-0.033863888439999996,0.0,0.0263430808,-0.020041084999999986
70101010602,0.0,0.0,0.0008954793000000001,0.0008954793000000001,0.56477154,0.5673299119999999,0.43562554000000003,0.42837055,0.031013397999999998,0.0045140252200000005,0.0,0.0,0.162322778,0.179922202,0.162420456,0.1405612032,0.22779045,0.22779045,0.0,0.0025583719999999754,-0.007254990000000017,-0.026499372779999995,0.0,0.017599424000000002,-0.02185925279999998
70101010603,0.0,0.0,0.0,0.0,0.44994968799999996,0.45291755800000005,0.5734054040000001,0.572810446,0.0040401578,0.0008451565559999998,0.0,0.0,0.168227256,0.177784727,0.160203322,0.1367683186,0.20453645000000004,0.20453645000000004,0.0,0.0029678700000000946,-0.0005949580000000898,-0.003195001244,0.0,0.009557471000000012,-0.023435003400000015
70101010604,0.0,0.0,0.0,0.0,0.6087900260000001,0.6126695480000001,0.430154378,0.43316976599999996,0.00403221908,0.000843495876,0.0,0.0,0.1805722348,0.197929578,0.173521588,0.1537317828,0.18663639,0.18663639,0.0,0.0038795219999999686,0.0030153879999999522,-0.0031887232039999997,0.0,0.017357343199999986,-0.01978980520000001
70101010701,0.0,0.0,0.0,0.0,0.371982606,0.37506754999999997,0.613113654,0.636155544,0.025489236199999998,0.004118744400000001,0.0,0.0,0.169454737,0.185821476,0.195882504,0.181560212,0.14358185,0.14358185,0.0,0.0030849439999999784,0.02304189000000001,-0.021370491799999995,0.0,0.01636673900000002,-0.014322292000000014
70101010702,0.0,0.0,0.0,0.0,0.481285758,0.49159493200000004,0.51347056,0.5286976579999999,0.00402823032,0.000842661452,0.0,0.0,0.18259534319999998,0.20791929599999998,0.184808616,0.164511816,0.14027373,0.14027373,0.0,0.010309174000000032,0.015227097999999883,-0.003185568868,0.0,0.025323952799999994,-0.020296800000000004
70101010703,0.0,0.0,0.0,0.0,0.51510552,0.518688274,0.4418607,0.448592832,0.0040241533199999995,0.0008418086240000001,0.0,0.0,0.175585936,0.22067200800000003,0.191650746,0.16941111,0.21631907999999997,0.21631907999999997,0.0,0.003582753999999966,0.006732132000000002,-0.0031823446959999995,0.0,0.04508607200000003,-0.022239636000000007
70101010704,0.0,0.0,0.0,0.0,0.311110274,0.313385088,0.241820266,0.236532574,0.00408797582,0.001281312578,0.0,0.0,0.17023809,0.21562522200000003,0.19955883000000002,0.18304990999999998,0.20377191999999997,0.20377191999999997,0.0,0.0022748139999999584,-0.0052876920000000105,-0.002806663242,0.0,0.045387132000000024,-0.016508920000000038
70101010801,0.0,0.0,0.0,0.0,0.146668058,0.147517964,0.509896328,0.51071592,0.00401513966,0.0008399230400000001,0.0,0.0,0.192185784,0.244616582,0.182696952,0.15882684600000002,0.3279334,0.3279334,0.0,0.0008499060000000114,0.0008195920000000356,-0.00317521662,0.0,0.052430798,-0.023870105999999974
70101010802,0.0,0.0,0.0,0.0,0.227065354,0.228184058,0.58350399,0.588789438,0.00401799734,0.000840520854,0.0,0.0,0.198505448,0.23741693600000002,0.173570542,0.1513067764,0.2763562,0.2763562,0.0,0.0011187039999999981,0.005285448000000081,-0.003177476486,0.0,0.03891148800000002,-0.022263765599999985
70101010803,0.0,0.0,0.0,0.0,0.6957298740000001,0.698187332,0.24814134999999998,0.248141354,0.00401624602,0.000840154456,0.0,0.0,0.190662352,0.232474224,0.186123076,0.164047002,0.3269363,0.3269363,0.0,0.002457457999999968,4.000000025650152e-09,-0.003176091564,0.0,0.041811872,-0.022076074
70101010901,0.0,0.0,0.0,0.0,0.638546938,0.640024924,0.40186454200000005,0.37418781599999995,0.0036427491399999997,0.00140789608,0.0,0.0,0.16728948999999999,0.238942818,0.206105434,0.1875232492,0.0626041,0.0626041,0.0,0.0014779860000000422,-0.027676726000000096,-0.00223485306,0.0,0.07165332800000002,-0.018582184800000012
70101010902,0.0,0.0,0.0,0.0,0.53262164,0.533856632,0.337400648,0.314779004,0.0040158076,0.000840062778,0.0,0.0,0.1768831428,0.22937292999999997,0.20124744200000003,0.180353064,0.2809377,0.2809377,0.0,0.0012349919999999903,-0.022621644000000052,-0.003175744822,0.0,0.05248978719999997,-0.02089437800000002
70101010903,0.0,0.0,0.0,0.0,0.726928324,0.732215556,0.24933755400000002,0.24753519599999999,0.00382983436,0.0011140793520000001,0.0,0.0,0.175843014,0.246838072,0.20164114400000002,0.179218088,0.2725065,0.2725065,0.0,0.005287232000000031,-0.0018023580000000317,-0.0027157550080000002,0.0,0.070995058,-0.022423056000000025
70101010904,0.0,0.0,8.387104e-06,8.387104e-06,0.44828874,0.44956482600000003,0.518100718,0.532617028,0.00340535482,0.0017470357200000002,0.0,0.0,0.170821894,0.260239,0.193693622,0.172838912,0.29814658,0.29814658,0.0,0.0012760860000000096,0.014516309999999977,-0.0016583190999999997,0.0,0.089417106,-0.02085471
70101010905,0.0,0.0,0.0,0.0,0.40881292199999997,0.41057385799999996,0.44829653599999997,0.449116638,0.00380701248,0.001135009306,0.0,0.0,0.17136716000000002,0.264024738,0.19941495,0.17706833400000002,0.22740367,0.22740367,0.0,0.0017609359999999907,0.0008201020000000447,-0.0026720031740000002,0.0,0.09265757799999996,-0.022346615999999986
70101010906,0.0,0.0,0.0,0.0,0.14027656,0.14178416,0.6651020900000001,0.68901108,0.00399764428,0.000836263206,0.0,0.0,0.182829616,0.282961384,0.178238458,0.15767767400000002,0.19653045,0.19653045,0.0,0.0015075999999999978,0.023908989999999908,-0.0031613810739999997,0.0,0.10013176799999998,-0.02056078399999997
70101010907,0.0,0.0,0.0,0.0,0.18188563,0.18653061399999998,0.5464101140000001,0.540273898,0.00399746926,0.000836226604,0.0,0.0,0.185954172,0.28850932599999995,0.192397422,0.16866853399999998,0.22837590999999996,0.22837590999999996,0.0,0.004644983999999991,-0.006136216000000028,-0.003161242656,0.0,0.10255515399999995,-0.02372888800000003
70101010908,0.0,0.0,0.0,0.0,0.364880638,0.36932956800000005,0.409859936,0.39705456,0.00400970768,0.000838786754,0.0,0.0,0.177801152,0.2546368,0.205495518,0.17768721999999998,0.27238786,0.27238786,0.0,0.004448930000000073,-0.01280537599999998,-0.0031709209260000005,0.0,0.076835648,-0.02780829800000001
70101010909,0.0,0.0,0.0,0.0,0.389641208,0.392663998,0.35436599,0.342927664,0.004004267000000001,0.00083764862,0.0,0.0,0.170333154,0.264934728,0.20983915199999997,0.1823785768,0.2740234,0.2740234,0.0,0.0030227899999999974,-0.011438325999999999,-0.0031666183800000006,0.0,0.09460157400000002,-0.027460575199999976
70101020101,0.0,0.0,5.189014e-05,5.189014e-05,0.244743086,0.24246623400000003,0.45298282,0.434335158,0.0279365872,0.0036341373600000003,0.0,0.0,0.136514138,0.19516423519999998,0.183966846,0.161582628,0.1541551,0.1541551,0.0,-0.002276851999999968,-0.01864766200000001,-0.02430244984,0.0,0.05865009719999997,-0.022384217999999984
70101020102,0.0,0.0,0.0,0.0,0.187121788,0.18966702200000002,0.633456122,0.624867904,0.0193485786,0.0023462186200000003,0.0,0.0,0.1373321764,0.20205305,0.184289638,0.1602615684,0.19768786,0.19768786,0.0,0.0025452340000000073,-0.00858821799999998,-0.01700235998,0.0,0.0647208736,-0.024028069600000007
70101020103,0.0,0.0,0.0,0.0,0.190788096,0.193518194,0.658674212,0.63775678,0.0193304048,0.00234401484,0.0,0.0,0.1416589748,0.20384216,0.188444402,0.1626958,0.16017959,0.16017959,0.0,0.002730098000000014,-0.020917431999999958,-0.01698638996,0.0,0.06218318519999999,-0.02574860200000001
70101020104,0.0,0.0,0.0,0.0,0.356221078,0.358512756,0.48901075,0.480759692,0.019337542000000003,0.00234488024,0.0,0.0,0.140616516,0.203607244,0.191156782,0.167840744,0.17569955,0.17569955,0.0,0.0022916779999999637,-0.008251057999999978,-0.016992661760000003,0.0,0.062990728,-0.02331603800000001
70101020105,0.0,0.0,0.00013215785,0.00013215785,0.30171707799999997,0.302653072,0.490718868,0.48940377599999996,0.008255316799999999,0.00193078622,0.0,0.0,0.156504034,0.20302505,0.195010776,0.169028464,0.17712231,0.17712231,0.0,0.0009359940000000511,-0.0013150920000000177,-0.006324530579999999,0.0,0.046521016000000026,-0.025982312000000007
70101020201,0.0,0.0,0.0,0.0,0.22332896,0.225415298,0.685623138,0.6759527160000001,0.0193070436,0.0023411820199999997,0.0,0.0,0.15028578,0.21189521,0.184215576,0.1578903368,0.16189554,0.16189554,0.0,0.002086337999999993,-0.0096704219999999,-0.01696586158,0.0,0.06160942999999999,-0.02632523919999999
70101020202,0.0,0.0,0.0,0.0,0.12025754699999999,0.121323158,0.806749696,0.8248393,0.0192918486,0.00233933948,0.0,0.0,0.15033133599999998,0.21392036600000003,0.186818136,0.1606688966,0.13940254,0.13940254,0.0,0.001065611000000008,0.018089604000000037,-0.01695250912,0.0,0.06358903000000005,-0.026149239399999996
70101020203,0.0,0.0,0.0,0.0,0.1016178804,0.1037168688,0.75632839,0.795759714,0.0192748274,0.00233727544,0.0,0.0,0.157003577,0.208295158,0.196184214,0.16878851,0.124557056,0.124557056,0.0,0.0020989884000000014,0.039431324000000045,-0.016937551959999998,0.0,0.051291581,-0.027395703999999993
70101020204,0.0,0.0,0.0,0.0,0.25897858,0.26075412,0.475925,0.463032852,0.0189624704,0.0023276076,0.0,0.0,0.16812286599999998,0.202740474,0.20008158800000003,0.1653782,0.20624654000000003,0.20624654000000003,0.0,0.0017755399999999644,-0.012892147999999992,-0.0166348628,0.0,0.03461760800000002,-0.03470338800000003
70101020301,0.0,0.0,0.0,0.0,0.12349076700000002,0.12456689700000001,0.607590888,0.610372902,0.004324223800000001,0.0017752855,0.0,0.0,0.18764814000000002,0.20947097599999998,0.216792038,0.187023938,0.18170154,0.18170154,0.0,0.0010761299999999946,0.0027820139999999993,-0.0025489383000000003,0.0,0.021822835999999957,-0.029768099999999992
70101020302,0.0,0.0,0.0,0.0,0.20564723599999998,0.206490822,0.49775320800000006,0.497700486,0.00339008242,0.00173920056,0.0,0.0,0.1928639112,0.22605330400000004,0.2155911,0.186245546,0.16310962,0.16310962,0.0,0.0008435860000000073,-5.2722000000060554e-05,-0.0016508818600000001,0.0,0.03318939280000005,-0.029345553999999996
70101020303,0.0,0.0,9.112351e-06,9.112351e-06,0.16668234599999998,0.16952143,0.65756536,0.65372288,0.00339257126,0.00174047746,0.0,0.0,0.1933555192,0.21892225199999998,0.210600846,0.184076816,0.20877781999999998,0.20877781999999998,0.0,0.0028390840000000195,-0.0038424799999999815,-0.0016520938,0.0,0.02556673279999999,-0.026524030000000004
70101020304,0.0,0.0,0.0,0.0,0.21558489399999997,0.218021506,0.620548702,0.61267114,0.00338865924,0.00173847048,0.0,0.0,0.187655152,0.251420706,0.21275381399999999,0.183414998,0.16433352,0.16433352,0.0,0.0024366120000000324,-0.007877562000000005,-0.00165018876,0.0,0.063765554,-0.02933881599999999
70101020305,0.0,0.0,9.276813e-06,9.276813e-06,0.17175037799999998,0.17375854,0.47578735200000005,0.465064936,0.0033913977800000003,0.0017398753999999998,0.0,0.0,0.18877731879999998,0.252971798,0.200419165,0.17549681,0.18820046,0.18820046,0.0,0.0020081620000000078,-0.010722416000000068,-0.0016515223800000005,0.0,0.06419447920000004,-0.024922355000000007
70101020401,0.0,0.0,0.0,0.0,0.356355624,0.36303671,0.5383574579999999,0.5373619119999999,0.0033876528000000004,0.00173795412,0.0,0.0,0.18931062199999998,0.268468892,0.2019335,0.1769260292,0.1784445,0.1784445,0.0,0.006681086000000003,-0.0009955459999999583,-0.0016496986800000003,0.0,0.07915827000000003,-0.025007470799999987
70101020402,0.0,0.0,0.0,0.0,0.487478912,0.48881118199999996,0.41140778000000006,0.41184075,0.0033939707,0.0017411954,0.0,0.0,0.19010993,0.260781134,0.19541318800000002,0.172243116,0.16529813,0.16529813,0.0,0.0013322699999999688,0.0004329699999999215,-0.0016527752999999999,0.0,0.07067120400000002,-0.023170072000000014
70101020403,0.0,0.0,1.2397571999999998e-05,1.2397571999999998e-05,0.45032384,0.45465276,0.43701481600000003,0.421780304,0.0033920378399999998,0.00174020382,0.0,0.0,0.188743216,0.258944544,0.19164545400000002,0.168170248,0.18834724,0.18834724,0.0,0.004328920000000014,-0.015234512000000033,-0.0016518340199999997,0.0,0.07020132800000001,-0.023475206000000026
70101020404,0.0,0.0,0.0,0.0,0.278385092,0.27932827800000004,0.6351736320000001,0.632363228,0.00339652608,0.0017425063800000002,0.0,0.0,0.185160507,0.24402691199999998,0.190000956,0.16772046280000003,0.2412745,0.2412745,0.0,0.0009431860000000403,-0.0028104040000000996,-0.0016540196999999999,0.0,0.05886640499999998,-0.022280493199999973
70101020405,0.0,0.0,0.0,0.0,0.443138974,0.444803234,0.513987428,0.520818604,0.0033991041,0.00174382898,0.0,0.0,0.182081636,0.247962938,0.193408674,0.17148287,0.30384448,0.30384448,0.0,0.001664259999999973,0.00683117600000005,-0.00165527512,0.0,0.065881302,-0.021925803999999993
70101020406,0.0,0.0,0.0,0.0,0.577150222,0.5777542280000001,0.444156032,0.45098537,0.00340234866,0.0017454935,0.0,0.0,0.173253132,0.237093372,0.195280166,0.17491537,0.30968264,0.30968264,0.0,0.0006040060000001013,0.006829338000000018,-0.0016568551599999998,0.0,0.06384023999999999,-0.02036479600000002
70101020407,0.0,0.0,8.9729365e-06,8.9729365e-06,0.427785992,0.43218080600000003,0.429298732,0.43595859800000003,0.0034012121399999997,0.00174491048,0.0,0.0,0.171931768,0.22564771,0.19640224599999997,0.176294244,0.2962723,0.2962723,0.0,0.004394814000000025,0.006659866000000014,-0.0016563016599999997,0.0,0.05371594199999999,-0.020108001999999986
