HUC_12,period,cover_crop_percent,tiles_perc,wetlands_percent,forest_percent,CRP_percent,no_till_fraction,PPT30MEAN_mm,meanTemp_degC,soil_CLAYAVE_fraction
70101010306,2001-2005,0.0,0.0005083554,0.15258177,0.53761475,0.0258328396,0.0,0.1449221272,0.180388496,0.1464514
70101010306,2016-2020,0.0,0.0005083554,0.154477052,0.51283943,0.0033185586000000003,0.0,0.206868272,0.15531101,0.1464514
70101010401,2001-2005,0.0,0.000968138,0.322559102,0.44982450199999996,0.0610415684,0.0,0.1287307292,0.172517746,0.23389929999999998
70101010401,2016-2020,0.0,0.000968138,0.333211768,0.42170657,0.0085984469,0.0,0.184281894,0.15640181,0.23389929999999998
70101010402,2001-2005,0.0,0.0066060377,0.276052866,0.418932486,0.0610047624,0.0,0.1268960382,0.173293534,0.26367325
70101010402,2016-2020,0.0,0.0066060377,0.28187754,0.405785104,0.00859326226,0.0,0.178943136,0.15473505859999998,0.26367325
70101010403,2001-2005,0.0,0.002250353,0.212240546,0.4331410640000001,0.0609731516,0.0,0.12370124059999998,0.17605240800000002,0.18940832
70101010403,2016-2020,0.0,0.002250353,0.213576332,0.422123264,0.0085888093,0.0,0.16557054799999998,0.1553876954,0.18940832
70101010404,2001-2005,0.0,0.0005302773,0.422283438,0.495665616,0.061028287199999996,0.0,0.129202672,0.17524896280000002,0.21995510000000001
70101010404,2016-2020,0.0,0.0005302773,0.427770162,0.493854758,0.008596576,0.0,0.17140989599999998,0.15718014060000002,0.21995510000000001
70101010405,2001-2005,0.0,3.9773477e-05,0.415285126,0.41991698599999994,0.060964604199999994,0.0,0.1286387294,0.175298028,0.23512867
70101010405,2016-2020,0.0,3.9773477e-05,0.416367374,0.415028198,0.00858760556,0.0,0.174309038,0.15651156400000002,0.23512867
70101010406,2001-2005,0.0,0.0010602836,0.41659311599999993,0.364163294,0.0610384712,0.0,0.1260564374,0.1732978068,0.2539244
70101010406,2016-2020,0.0,0.0010602836,0.418986932,0.358161326,0.0085980106,0.0,0.17405348999999998,0.1552732292,0.2539244
70101010407,2001-2005,0.0,0.0002232954,0.47712866600000003,0.455437022,0.060957145000000004,0.0,0.13119556,0.17472358799999999,0.21095033000000002
70101010407,2016-2020,0.0,0.0002232954,0.48036067400000004,0.453948978,0.0085865547,0.0,0.17526934,0.1569755732,0.21095033000000002
70101010408,2001-2005,0.0,0.0014984625,0.528647036,0.424383152,0.0610417788,0.0,0.145397084,0.169301824,0.35035402
70101010408,2016-2020,0.0,0.0014984625,0.5310354,0.41848,0.00859847658,0.0,0.177989918,0.1493960082,0.35035402
70101010409,2001-2005,0.0,0.0,0.45699756999999996,0.500129996,0.060944626599999996,0.0,0.158853438,0.17449323,0.2212799
70101010409,2016-2020,0.0,0.0,0.45936539199999993,0.5025515979999999,0.008584791460000001,0.0,0.185943476,0.15745324,0.2212799
70101010410,2001-2005,0.0,5.0984196e-05,0.623715252,0.450220768,0.035130680799999994,0.0,0.175157906,0.182490914,0.21007340000000002
70101010410,2016-2020,0.0,5.0984196e-05,0.62614846,0.447308092,0.005073127299999999,0.0,0.19330044600000001,0.16666873399999999,0.21007340000000002
70101010411,2001-2005,0.0,0.0,0.415267602,0.44251978599999997,0.060884047600000005,0.0,0.164952626,0.182014348,0.20917806
70101010411,2016-2020,0.0,0.0,0.417469974,0.440015936,0.00857625818,0.0,0.1819061888,0.16670570599999998,0.20917806
70101010501,2001-2005,0.0,0.005126626,0.401519568,0.255193014,0.0609341918,0.0,0.1277626532,0.17608256,0.16558065
70101010501,2016-2020,0.0,0.005126626,0.400746018,0.25389860799999997,0.0085833218,0.0,0.174541672,0.15226931999999999,0.16558065
70101010502,2001-2005,0.0,0.00016516064,0.198399626,0.229877572,0.060867671,0.0,0.1258635898,0.179300776,0.18344568
70101010502,2016-2020,0.0,0.00016516064,0.196180728,0.22758288200000001,0.008573951100000001,0.0,0.17836786400000001,0.155661387,0.18344568
70101010503,2001-2005,0.0,0.00019450186,0.245457412,0.535772536,0.060836540800000005,0.0,0.12533002259999998,0.182084702,0.21973504
70101010503,2016-2020,0.0,0.00019450186,0.2496019,0.5295615020000001,0.008569565800000001,0.0,0.178274336,0.161598782,0.21973504
70101010504,2001-2005,0.0,5.0276012e-05,0.29469364200000003,0.386797742,0.030309188799999998,0.0,0.138037154,0.188376122,0.16934828
70101010504,2016-2020,0.0,5.0276012e-05,0.294480918,0.37462560199999995,0.004446668419999999,0.0,0.190437048,0.17217201399999998,0.16934828
70101010505,2001-2005,0.0,0.00047078312,0.36646788199999997,0.388145536,0.060875342,0.0,0.14216862,0.183778828,0.18466833
70101010505,2016-2020,0.0,0.00047078312,0.366948184,0.39073636,0.00857503186,0.0,0.172750008,0.16745747400000002,0.18466833
70101010506,2001-2005,0.0,0.00022614657,0.235078164,0.44322853,0.060344645800000006,0.0,0.141381014,0.188826618,0.18356037
70101010506,2016-2020,0.0,0.00022614657,0.235057456,0.44090821399999996,0.008507559000000001,0.0,0.1748149652,0.173681316,0.18356037
70101010507,2001-2005,0.0,2.107749e-05,0.21955302799999998,0.313225994,0.00341663294,0.0,0.15063602,0.19190226999999999,0.21348457
70101010507,2016-2020,0.0,2.107749e-05,0.217170356,0.289370012,0.0017528217799999998,0.0,0.195565444,0.179716028,0.21348457
70101010508,2001-2005,0.0,4.0296072e-05,0.182476964,0.314867426,0.039379761400000005,0.0,0.157074662,0.189624848,0.16052334
70101010508,2016-2020,0.0,4.0296072e-05,0.18143790399999998,0.311109048,0.006022115,0.0,0.1778891612,0.17819600200000002,0.16052334
70101010601,2001-2005,0.0,8.600274e-05,0.6002914880000001,0.424482832,0.0395369788,0.0,0.1630526872,0.16902491,0.18589826
70101010601,2016-2020,0.0,8.600274e-05,0.60555223,0.41811140399999996,0.00567309036,0.0,0.189395768,0.14898382500000001,0.18589826
70101010602,2001-2005,0.0,0.0008954793000000001,0.56477154,0.43562554000000003,0.031013397999999998,0.0,0.162322778,0.162420456,0.22779045
70101010602,2016-2020,0.0,0.0008954793000000001,0.5673299119999999,0.42837055,0.0045140252200000005,0.0,0.179922202,0.1405612032,0.22779045
70101010603,2001-2005,0.0,0.0,0.44994968799999996,0.5734054040000001,0.0040401578,0.0,0.168227256,0.160203322,0.20453645000000004
70101010603,2016-2020,0.0,0.0,0.45291755800000005,0.572810446,0.0008451565559999998,0.0,0.177784727,0.1367683186,0.20453645000000004
70101010604,2001-2005,0.0,0.0,0.6087900260000001,0.430154378,0.00403221908,0.0,0.1805722348,0.173521588,0.18663639
70101010604,2016-2020,0.0,0.0,0.6126695480000001,0.43316976599999996,0.000843495876,0.0,0.197929578,0.1537317828,0.18663639
70101010701,2001-2005,0.0,0.0,0.371982606,0.613113654,0.025489236199999998,0.0,0.169454737,0.195882504,0.14358185
70101010701,2016-2020,0.0,0.0,0.37506754999999997,0.636155544,0.004118744400000001,0.0,0.185821476,0.181560212,0.14358185
70101010702,2001-2005,0.0,0.0,0.481285758,0.51347056,0.00402823032,0.0,0.18259534319999998,0.184808616,0.14027373
70101010702,2016-2020,0.0,0.0,0.49159493200000004,0.5286976579999999,0.000842661452,0.0,0.20791929599999998,0.164511816,0.14027373
70101010703,2001-2005,0.0,0.0,0.51510552,0.4418607,0.0040241533199999995,0.0,0.175585936,0.191650746,0.21631907999999997
70101010703,2016-2020,0.0,0.0,0.518688274,0.448592832,0.0008418086240000001,0.0,0.22067200800000003,0.16941111,0.21631907999999997
70101010704,2001-2005,0.0,0.0,0.311110274,0.241820266,0.00408797582,0.0,0.17023809,0.19955883000000002,0.20377191999999997
70101010704,2016-2020,0.0,0.0,0.313385088,0.236532574,0.001281312578,0.0,0.21562522200000003,0.18304990999999998,0.20377191999999997
70101010801,2001-2005,0.0,0.0,0.146668058,0.509896328,0.00401513966,0.0,0.192185784,0.182696952,0.3279334
70101010801,2016-2020,0.0,0.0,0.147517964,0.51071592,0.0008399230400000001,0.0,0.244616582,0.15882684600000002,0.3279334
70101010802,2001-2005,0.0,0.0,0.227065354,0.58350399,0.00401799734,0.0,0.198505448,0.173570542,0.2763562
70101010802,2016-2020,0.0,0.0,0.228184058,0.588789438,0.000840520854,0.0,0.23741693600000002,0.1513067764,0.2763562
70101010803,2001-2005,0.0,0.0,0.6957298740000001,0.24814134999999998,0.00401624602,0.0,0.190662352,0.186123076,0.3269363
70101010803,2016-2020,0.0,0.0,0.698187332,0.248141354,0.000840154456,0.0,0.232474224,0.164047002,0.3269363
70101010901,2001-2005,0.0,0.0,0.638546938,0.40186454200000005,0.0036427491399999997,0.0,0.16728948999999999,0.206105434,0.0626041
70101010901,2016-2020,0.0,0.0,0.640024924,0.37418781599999995,0.00140789608,0.0,0.238942818,0.1875232492,0.0626041
70101010902,2001-2005,0.0,0.0,0.53262164,0.337400648,0.0040158076,0.0,0.1768831428,0.20124744200000003,0.2809377
70101010902,2016-2020,0.0,0.0,0.533856632,0.314779004,0.000840062778,0.0,0.22937292999999997,0.180353064,0.2809377
70101010903,2001-2005,0.0,0.0,0.726928324,0.24933755400000002,0.00382983436,0.0,0.175843014,0.20164114400000002,0.2725065
70101010903,2016-2020,0.0,0.0,0.732215556,0.24753519599999999,0.0011140793520000001,0.0,0.246838072,0.179218088,0.2725065
70101010904,2001-2005,0.0,8.387104e-06,0.44828874,0.518100718,0.00340535482,0.0,0.170821894,0.193693622,0.29814658
70101010904,2016-2020,0.0,8.387104e-06,0.44956482600000003,0.532617028,0.0017470357200000002,0.0,0.260239,0.172838912,0.29814658
70101010905,2001-2005,0.0,0.0,0.40881292199999997,0.44829653599999997,0.00380701248,0.0,0.17136716000000002,0.19941495,0.22740367
70101010905,2016-2020,0.0,0.0,0.41057385799999996,0.449116638,0.001135009306,0.0,0.264024738,0.17706833400000002,0.22740367
70101010906,2001-2005,0.0,0.0,0.14027656,0.6651020900000001,0.00399764428,0.0,0.182829616,0.178238458,0.19653045
70101010906,2016-2020,0.0,0.0,0.14178416,0.68901108,0.000836263206,0.0,0.282961384,0.15767767400000002,0.19653045
70101010907,2001-2005,0.0,0.0,0.18188563,0.5464101140000001,0.00399746926,0.0,0.185954172,0.192397422,0.22837590999999996
70101010907,2016-2020,0.0,0.0,0.18653061399999998,0.540273898,0.000836226604,0.0,0.28850932599999995,0.16866853399999998,0.22837590999999996
70101010908,2001-2005,0.0,0.0,0.364880638,0.409859936,0.00400970768,0.0,0.177801152,0.205495518,0.27238786
70101010908,2016-2020,0.0,0.0,0.36932956800000005,0.39705456,0.000838786754,0.0,0.2546368,0.17768721999999998,0.27238786
70101010909,2001-2005,0.0,0.0,0.389641208,0.35436599,0.004004267000000001,0.0,0.170333154,0.20983915199999997,0.2740234
70101010909,2016-2020,0.0,0.0,0.392663998,0.342927664,0.00083764862,0.0,0.264934728,0.1823785768,0.2740234
70101020101,2001-2005,0.0,5.189014e-05,0.244743086,0.45298282,0.0279365872,0.0,0.136514138,0.183966846,0.1541551
70101020101,2016-2020,0.0,5.189014e-05,0.24246623400000003,0.434335158,0.0036341373600000003,0.0,0.19516423519999998,0.161582628,0.1541551
70101020102,2001-2005,0.0,0.0,0.187121788,0.633456122,0.0193485786,0.0,0.1373321764,0.184289638,0.19768786
70101020102,2016-2020,0.0,0.0,0.18966702200000002,0.624867904,0.0023462186200000003,0.0,0.20205305,0.1602615684,0.19768786
70101020103,2001-2005,0.0,0.0,0.190788096,0.658674212,0.0193304048,0.0,0.1416589748,0.188444402,0.16017959
70101020103,2016-2020,0.0,0.0,0.193518194,0.63775678,0.00234401484,0.0,0.20384216,0.1626958,0.16017959
70101020104,2001-2005,0.0,0.0,0.356221078,0.48901075,0.019337542000000003,0.0,0.140616516,0.191156782,0.17569955
70101020104,2016-2020,0.0,0.0,0.358512756,0.480759692,0.00234488024,0.0,0.203607244,0.167840744,0.17569955
70101020105,2001-2005,0.0,0.00013215785,0.30171707799999997,0.490718868,0.008255316799999999,0.0,0.156504034,0.195010776,0.17712231
70101020105,2016-2020,0.0,0.00013215785,0.302653072,0.48940377599999996,0.00193078622,0.0,0.20302505,0.169028464,0.17712231
70101020201,2001-2005,0.0,0.0,0.22332896,0.685623138,0.0193070436,0.0,0.15028578,0.184215576,0.16189554
70101020201,2016-2020,0.0,0.0,0.225415298,0.6759527160000001,0.0023411820199999997,0.0,0.21189521,0.1578903368,0.16189554
70101020202,2001-2005,0.0,0.0,0.12025754699999999,0.806749696,0.0192918486,0.0,0.15033133599999998,0.186818136,0.13940254
70101020202,2016-2020,0.0,0.0,0.121323158,0.8248393,0.00233933948,0.0,0.21392036600000003,0.1606688966,0.13940254
70101020203,2001-2005,0.0,0.0,0.1016178804,0.75632839,0.0192748274,0.0,0.157003577,0.196184214,0.124557056
70101020203,2016-2020,0.0,0.0,0.1037168688,0.795759714,0.00233727544,0.0,0.208295158,0.16878851,0.124557056
70101020204,2001-2005,0.0,0.0,0.25897858,0.475925,0.0189624704,0.0,0.16812286599999998,0.20008158800000003,0.20624654000000003
70101020204,2016-2020,0.0,0.0,0.26075412,0.463032852,0.0023276076,0.0,0.202740474,0.1653782,0.20624654000000003
70101020301,2001-2005,0.0,0.0,0.12349076700000002,0.607590888,0.004324223800000001,0.0,0.18764814000000002,0.216792038,0.18170154
70101020301,2016-2020,0.0,0.0,0.12456689700000001,0.610372902,0.0017752855,0.0,0.20947097599999998,0.187023938,0.18170154
70101020302,2001-2005,0.0,0.0,0.20564723599999998,0.49775320800000006,0.00339008242,0.0,0.1928639112,0.2155911,0.16310962
70101020302,2016-2020,0.0,0.0,0.206490822,0.497700486,0.00173920056,0.0,0.22605330400000004,0.186245546,0.16310962
70101020303,2001-2005,0.0,9.112351e-06,0.16668234599999998,0.65756536,0.00339257126,0.0,0.1933555192,0.210600846,0.20877781999999998
70101020303,2016-2020,0.0,9.112351e-06,0.16952143,0.65372288,0.00174047746,0.0,0.21892225199999998,0.184076816,0.20877781999999998
70101020304,2001-2005,0.0,0.0,0.21558489399999997,0.620548702,0.00338865924,0.0,0.187655152,0.21275381399999999,0.16433352
70101020304,2016-2020,0.0,0.0,0.218021506,0.61267114,0.00173847048,0.0,0.251420706,0.183414998,0.16433352
70101020305,2001-2005,0.0,9.276813e-06,0.17175037799999998,0.47578735200000005,0.0033913977800000003,0.0,0.18877731879999998,0.200419165,0.18820046
70101020305,2016-2020,0.0,9.276813e-06,0.17375854,0.465064936,0.0017398753999999998,0.0,0.252971798,0.17549681,0.18820046
70101020401,2001-2005,0.0,0.0,0.356355624,0.5383574579999999,0.0033876528000000004,0.0,0.18931062199999998,0.2019335,0.1784445
70101020401,2016-2020,0.0,0.0,0.36303671,0.5373619119999999,0.00173795412,0.0,0.268468892,0.1769260292,0.1784445
70101020402,2001-2005,0.0,0.0,0.487478912,0.41140778000000006,0.0033939707,0.0,0.19010993,0.19541318800000002,0.16529813
70101020402,2016-2020,0.0,0.0,0.48881118199999996,0.41184075,0.0017411954,0.0,0.260781134,0.172243116,0.16529813
70101020403,2001-2005,0.0,1.2397571999999998e-05,0.45032384,0.43701481600000003,0.0033920378399999998,0.0,0.188743216,0.19164545400000002,0.18834724
70101020403,2016-2020,0.0,1.2397571999999998e-05,0.45465276,0.421780304,0.00174020382,0.0,0.258944544,0.168170248,0.18834724
70101020404,2001-2005,0.0,0.0,0.278385092,0.6351736320000001,0.00339652608,0.0,0.185160507,0.190000956,0.2412745
70101020404,2016-2020,0.0,0.0,0.27932827800000004,0.632363228,0.0017425063800000002,0.0,0.24402691199999998,0.16772046280000003,0.2412745
70101020405,2001-2005,0.0,0.0,0.443138974,0.513987428,0.0033991041,0.0,0.182081636,0.193408674,0.30384448
70101020405,2016-2020,0.0,0.0,0.444803234,0.520818604,0.00174382898,0.0,0.247962938,0.17148287,0.30384448
70101020406,2001-2005,0.0,0.0,0.577150222,0.444156032,0.00340234866,0.0,0.173253132,0.195280166,0.30968264
70101020406,2016-2020,0.0,0.0,0.5777542280000001,0.45098537,0.0017454935,0.0,0.237093372,0.17491537,0.30968264
70101020407,2001-2005,0.0,8.9729365e-06,0.427785992,0.429298732,0.0034012121399999997,0.0,0.171931768,0.19640224599999997,0.2962723
70101020407,2016-2020,0.0,8.9729365e-06,0.43218080600000003,0.43595859800000003,0.00174491048,0.0,0.22564771,0.176294244,0.2962723
70101020408,2001-2005,0.0,0.0,0.6596098340000001,0.34687307,0.00340475492,0.0,0.1596207028,0.206025568,0.2801615
70101020408,2016-2020,0.0,0.0,0.662245868,0.346545708,0.00174672804,0.0,0.21897125599999998,0.19158989320000003,0.2801615
70101020501,2001-2005,0.0,0.0,0.12354028000000002,0.756664636,0.0136981663,0.0,0.18062017,0.217982824,0.20596251
70101020501,2016-2020,0.0,0.0,0.126800648,0.717150162,0.0021290395199999998,0.0,0.205347124,0.180674272,0.20596251
70101020502,2001-2005,0.0,0.0,0.35325419,0.579538628,0.0034126680399999996,0.0,0.15980040199999998,0.195622752,0.17379747
70101020502,2016-2020,0.0,0.0,0.354200498,0.575316362,0.0017507876,0.0,0.20553899600000003,0.173424624,0.17379747
70101020503,2001-2005,0.0,0.0,0.12637044,0.674930468,0.012792940999999999,0.0,0.17725761,0.215287936,0.20129527
70101020503,2016-2020,0.0,0.0,0.126584956,0.688247156,0.00209168162,0.0,0.206710008,0.184573448,0.20129527
70101020504,2001-2005,0.0,0.0,0.32239207200000003,0.667683048,0.0036320446399999997,0.0,0.155476423,0.19721508999999998,0.21022438000000002
70101020504,2016-2020,0.0,0.0,0.323934792,0.632205466,0.00177825136,0.0,0.19644782,0.18084754200000003,0.21022438000000002
70101020505,2001-2005,0.0,0.0,0.242371564,0.736227726,0.0033967343999999995,0.0,0.190776324,0.21882884799999996,0.24420723
70101020505,2016-2020,0.0,0.0,0.244132414,0.724747802,0.0017426132599999999,0.0,0.211329422,0.18981415399999998,0.24420723
70101020506,2001-2005,0.0,0.0,0.319719246,0.6062519820000001,0.0034163713400000005,0.0,0.1512279252,0.20548112999999998,0.19613318
70101020506,2016-2020,0.0,0.0,0.319329042,0.583359414,0.0017526874800000002,0.0,0.213422812,0.19296565000000002,0.19613318
70101020507,2001-2005,0.0,0.0,0.239817872,0.32118497599999996,0.0034058819,0.0,0.172247178,0.208901312,0.2249565
70101020507,2016-2020,0.0,0.0,0.24060295599999998,0.319190956,0.00174672928,0.0,0.21217818400000002,0.1860853552,0.2249565
70101020601,2001-2005,0.0,0.0,0.8087760100000001,0.26722052399999996,0.00341020594,0.0,0.155403718,0.21026949199999997,0.17393272
70101020601,2016-2020,0.0,0.0,0.810703478,0.26694976800000003,0.00174952448,0.0,0.23442240399999997,0.20295564119999998,0.17393272
70101020602,2001-2005,0.0,0.0,0.695323586,0.33654064,0.00341404844,0.0,0.159439705,0.207381766,0.10937496
70101020602,2016-2020,0.0,0.0,0.697526844,0.33626264,0.0017514958,0.0,0.242164596,0.19539167200000002,0.10937496
70101020603,2001-2005,0.0,0.00035916732,0.41041805,0.57084486,0.0034053066600000003,0.0,0.167431138,0.19731762,0.2882446
70101020603,2016-2020,0.0,0.00035916732,0.42585792199999994,0.57661987,0.00174701104,0.2,0.24631592600000002,0.17827064099999998,0.2882446
70101020604,2001-2005,0.0,7.403911e-05,0.71986001,0.312477844,0.00341118294,0.0,0.164213936,0.202538778,0.17149861
70101020604,2016-2020,0.0,7.403911e-05,0.75330922,0.311068844,0.00175002574,0.0,0.246124278,0.183456609,0.17149861
70101030101,2001-2005,0.0,0.0,0.505341044,0.4422699,0.0025868308,0.0,0.206544104,0.152330398,0.20336848000000002
70101030101,2016-2020,0.0,0.0,0.507202326,0.415134738,0.000533128134,0.0,0.260681084,0.1271913002,0.20336848000000002
70101030102,2001-2005,0.0,0.0,0.400430532,0.47398315,0.00403141716,0.0,0.20610917999999998,0.14278157,0.17836358
70101030102,2016-2020,0.0,0.0,0.402425944,0.47514559600000006,0.000843328154,0.0,0.248277322,0.12078530700000001,0.17836358
70101030103,2001-2005,0.0,0.0,0.602534082,0.369392484,0.0040320020400000005,0.0,0.212700282,0.140559534,0.20571032000000003
70101030103,2016-2020,0.0,0.0,0.604897272,0.34258058999999996,0.000843450474,0.0,0.255438728,0.11656691459999999,0.20571032000000003
70101030104,2001-2005,0.0,0.0,0.486024238,0.45211681,0.00358729036,0.0,0.200590586,0.15722962000000001,0.23381630000000003
70101030104,2016-2020,0.0,0.0,0.48696288,0.468609972,0.0007479975220000001,0.0,0.267218626,0.132752587,0.23381630000000003
70101030105,2001-2005,0.0,0.0,0.43754560600000003,0.496176442,0.0040220392800000004,0.0,0.198661704,0.157555326,0.17770791
70101030105,2016-2020,0.0,0.0,0.43857037400000004,0.50082435,0.0008413663640000001,0.0,0.271679358,0.1342374364,0.17770791
70101030106,2001-2005,0.0,0.0,0.477565874,0.45715145800000007,0.004024303700000001,0.0,0.20323487999999998,0.15482918,0.17088899
70101030106,2016-2020,0.0,0.0,0.479545232,0.468717602,0.0008418400859999999,0.0,0.260937286,0.13212501,0.17088899
70101030201,2001-2005,0.0,0.0,0.288474446,0.5696201999999999,0.0040257513799999995,0.0,0.203668052,0.153587052,0.25481308
70101030201,2016-2020,0.0,0.0,0.290044916,0.5680315300000001,0.000842142874,0.0,0.25040430599999997,0.1330413356,0.25481308
70101030202,2001-2005,0.0,0.0,0.30092703800000004,0.552339854,0.0040193739,0.0,0.197306482,0.16433890199999998,0.2079964
70101030202,2016-2020,0.0,0.0,0.302449912,0.551973752,0.00084080882,0.0,0.269928196,0.14080502,0.2079964
70101030203,2001-2005,0.0,0.0,0.422840832,0.503257434,0.0040188525000000004,0.0,0.19328150000000002,0.173531122,0.20983374000000002
70101030203,2016-2020,0.0,0.0,0.43232120199999996,0.496028716,0.00084069977,0.0,0.251642022,0.14986268900000002,0.20983374000000002
70101030204,2001-2005,0.0,0.0,0.389030534,0.5349385,0.004014246,0.0,0.185834254,0.17277980799999998,0.23245310999999996
70101030204,2016-2020,0.0,0.0,0.39474265399999997,0.5077449119999999,0.00083973611,0.0,0.26774282,0.1477851926,0.23245310999999996
70101030205,2001-2005,0.0,0.0,0.178985274,0.62514083,0.00401980622,0.0,0.196804472,0.166037356,0.25353336
70101030205,2016-2020,0.0,0.0,0.18143811199999998,0.615795136,0.0008408992380000001,0.0,0.240636574,0.1440024706,0.25353336
70101030206,2001-2005,0.0,0.0,0.384676548,0.5851518579999999,0.0040131569,0.0,0.18306977880000003,0.18798563000000001,0.23556027
70101030206,2016-2020,0.0,0.0,0.381406764,0.541420682,0.000839508308,0.0,0.247414302,0.16206617680000002,0.23556027
70101030207,2001-2005,0.0,0.0,0.298672818,0.48397903200000003,0.00400789126,0.0,0.181252256,0.20212533000000002,0.27165368
70101030207,2016-2020,0.0,0.0,0.298706506,0.4730165599999999,0.0008384067719999999,0.0,0.26241647,0.17431956519999997,0.27165368
70101030301,2001-2005,0.0,0.0,0.131943364,0.350845362,0.00400310738,0.0,0.17666671,0.203869484,0.17716746
70101030301,2016-2020,0.0,0.0,0.131877162,0.32417849,0.0008374060020000001,0.0,0.27845946,0.17954347199999998,0.17716746
70101030302,2001-2005,0.0,0.0,0.41654115599999997,0.432037868,0.00399786146,0.0,0.1916250008,0.201853186,0.22557928
70101030302,2016-2020,0.0,0.0,0.41962450999999995,0.42123286000000004,0.0008363086320000001,0.0,0.29123532,0.1741063,0.22557928
70101030303,2001-2005,0.0,0.0,0.48485195000000003,0.41720903400000003,0.00396350798,0.0,0.200236228,0.203010526,0.12139651999999998
